item_id,item_name,item_type,item_rarity,item_series,item_set,item_intro_chapter,item_intro_season,item_added
Pickaxe_ShirtTilapia,T-Axe,pickaxe,dc,DC SERIES,Superman,6,4,2025-07-10T15:15:38Z
Pickaxe_ShiverFlame,Bitey,pickaxe,rare,,Sandstorms and Rainbows,5,3,2024-05-24T08:11:50Z
Pickaxe_ShortRack,Rack Attackers,pickaxe,rare,,Racked Up,6,5,2025-08-07T09:33:19Z
Pickaxe_ShovelCrop,Shunryu Kokubyo Senki Arms,pickaxe,rare,,BLEACH: TYBW,7,3,2026-08-06T13:00:41Z
Pickaxe_ShrimpStroll,Scissor Hands,pickaxe,rare,,Edward Scissorhands,5,4,2024-10-12T09:36:13Z
Pickaxe_ShrimpStroll_Guitar,Edward Axe-Hands,pickaxe,rare,,Edward Scissorhands,,,2025-05-22T01:55:14Z
Pickaxe_ShyTurkey,Slappy Sledge,pickaxe,gaminglegends,Gaming Legends Series,Let's Play,6,5,2025-10-10T14:25:13Z
Pickaxe_Silencer,The Scarlet Oath,pickaxe,rare,CREW SERIES,Let's Hunt Vampires,3,4,2022-11-28T14:59:18Z
Pickaxe_SilentNovel_Hush,Electric Hammer,pickaxe,rare,,The Simpsons,6,6,2025-11-02T20:05:32Z
Pickaxe_SilentNovel_Vane,Fuel Rod and Tongs,pickaxe,rare,,The Simpsons,6,6,2025-11-02T20:05:32Z
Pickaxe_SilentTempo,Synchronous Sai,pickaxe,epic,,Ancestral Era,4,3,2023-06-12T21:47:52Z
Pickaxe_SilverBellWind,Vac n’ Hack,pickaxe,epic,,Nike Airphoria,5,2,2024-03-26T08:30:33Z
Pickaxe_SilverBullet,Night Tagger,pickaxe,rare,,Midnight Masterpiece,6,3,2025-05-16T08:50:37Z
Pickaxe_SilverCanine,Poison's Kiss,pickaxe,rare,CREW SERIES,Fangs of Poison,7,1,2025-11-29T20:57:37Z
Pickaxe_SirWolf,Swiper Strikers,pickaxe,rare,,Wendell & Walnut,4,2,2023-04-11T10:06:45Z
Pickaxe_SizeTribe,Tails Spanner,pickaxe,gaminglegends,Gaming Legends Series,Sonic the Hedgehog,7,4,2026-08-21T15:01:57Z
Pickaxe_SkeleProbe,Reconner's Reckoning,pickaxe,rare,CREW SERIES,Grim Reconning,4,OG,2023-11-16T12:20:13Z
Pickaxe_SkeletonHunterFNCS,Competitive Slicer,pickaxe,rare,,FNCS,4,4,2023-10-04T14:40:29Z
Pickaxe_SkelFlask,Skullcracker,pickaxe,rare,CREW SERIES,Dread Skull,7,1,2026-02-19T09:26:27Z
Pickaxe_SkiffGrind,Tokki's Slicer,pickaxe,gaminglegends,Gaming Legends Series,Overwatch,7,2,2026-05-14T09:00:00Z
Pickaxe_SkilledRuby,The Golden Wave,pickaxe,rare,,Golden Assassin,6,4,2025-07-15T08:18:07Z
Pickaxe_SkilledSkull,Phantomglaas Blades,pickaxe,rare,,Anima Survivor,6,5,2025-10-02T12:10:53Z
Pickaxe_SkippingClouds,Slasher,pickaxe,rare,,The Shape,4,4,2023-10-10T11:59:07Z
Pickaxe_SkullArcana,Starlit Scythe,pickaxe,rare,,Eternal Arcana,7,1,2026-01-22T14:03:14Z
Pickaxe_SkullBriteDot,Gilded Splitter,pickaxe,rare,,Skull & Bows,6,1,2024-12-18T12:19:13Z
Pickaxe_SkullPunkBlade,Reboot'd Breaker,pickaxe,uncommon,,,5,1,2023-12-04T16:12:17Z
Pickaxe_SleekRivet,Apex Dominator,pickaxe,rare,,The Black Claw,6,1,2025-01-31T14:25:34Z
Pickaxe_SleepyCloud,NaNa Pillow,pickaxe,rare,,Sleepy Sharpshooter,6,5,2025-08-07T09:33:19Z
Pickaxe_SleepyDuck,Bubbly Basher,pickaxe,rare,,"Good Night, Sweet Dreams",6,5,2025-10-02T12:10:53Z
Pickaxe_SleepyUni,Plaque Punisher,pickaxe,rare,,"Good Night, Sweet Dreams",6,5,2025-10-02T12:10:53Z
Pickaxe_SlicedBread,Dark Place Lamp,pickaxe,gaminglegends,Gaming Legends Series,Waking Nightmare,4,4,2023-10-10T11:59:07Z
Pickaxe_SliceVine,Neko Claws,pickaxe,rare,,Nekomata Rogue,6,1,2024-12-01T03:58:22Z
Pickaxe_SlickIntel,Venom & Toxin,pickaxe,rare,,Stealth’s Crowne,7,4,2026-08-21T15:01:57Z
Pickaxe_SlickSwish,Riftbreaker's Edge,pickaxe,rare,,Drifted Reality,6,5,2025-08-07T09:33:19Z
Pickaxe_SlimyTune,Kyra's Mallet,pickaxe,rare,,Impact Intelligence,6,1,2025-01-31T14:25:34Z
Pickaxe_SlopeTramp,Sledge Cake,pickaxe,rare,,Adventure Time,7,1,2026-01-16T00:00:00Z
Pickaxe_SlowBurn,Splinter's Staff,pickaxe,rare,,TMNT,5,1,2024-02-08T19:50:59Z
Pickaxe_SlugRipple,Cutlery Club,pickaxe,rare,,Art the Clown,6,5,2025-10-09T18:35:35Z
Pickaxe_SlySheep,Sheepish Striker,pickaxe,rare,,Shear Greatness,6,5,2025-09-18T13:08:36Z
Pickaxe_SmartHyena,Ahsoka's Staff,pickaxe,starwars,Star Wars Series,Ahsoka Tano,4,4,2023-09-26T14:25:42Z
Pickaxe_SmokeyAlias,Crimson Sai,pickaxe,rare,,Crimson Warden,5,2,2024-05-05T16:03:20Z
Pickaxe_SmoothBeanie,Signal Smasher,pickaxe,rare,,Urban Operator,6,2,2025-04-08T08:41:18Z
Pickaxe_SmoothSuede,Sage's Snap-Axe,pickaxe,rare,,Emerald Gamer,6,3,2025-05-16T08:50:37Z
Pickaxe_SnailAisle,Galacta Staff,pickaxe,marvel,MARVEL SERIES,Rivals,6,1,2024-12-07T03:55:29Z
Pickaxe_SnakeCrest,Pick Axle,pickaxe,epic,,Transformers,4,4,2023-09-26T14:25:42Z
Pickaxe_SnapFreeze,Vibranium Spear,pickaxe,marvel,MARVEL SERIES,Black Panther,5,4,2024-08-17T06:38:59Z
Pickaxe_SnoutSlice,Butcher's Knife,pickaxe,rare,,Meat Maestro,6,5,2025-10-02T12:10:53Z
Pickaxe_SnowKnight,Spectra Slasher,pickaxe,legendary,,Prismatic Knight,4,OG,2023-11-03T09:12:39Z
Pickaxe_SnowNinjaDark,Indigo Inverter,pickaxe,rare,,Cobalt Snow,5,4,2024-10-12T06:22:57Z
Pickaxe_SnowSoldierFashion,Future Relic Scythe,pickaxe,rare,,Chilling Mystery,4,1,2023-02-28T14:39:32Z
Pickaxe_SnowyPeas,Holiday Mace,pickaxe,rare,,Chilly the Snowguy,7,1,2025-12-18T10:38:26Z
Pickaxe_SoapPocket,Scorpion's Twin Katana,pickaxe,gaminglegends,Gaming Legends Series,Klassic Kombat,6,2,2025-03-27T15:08:18Z
Pickaxe_SodaMug,Lumikinetic Bat,pickaxe,marvel,MARVEL SERIES,X-Men,5,3,2024-08-10T00:00:00Z
Pickaxe_SoftServe_Mic,The Meltdown ,pickaxe,rare,,,,,2025-01-14T09:00:00Z
Pickaxe_SoilBlend,Illusionist's Blades,pickaxe,marvel,MARVEL SERIES,Mysterio,5,4,2024-08-17T06:38:59Z
Pickaxe_SolarTheory,Giant Nutcracker,pickaxe,rare,,Futurama,4,3,2023-07-26T08:00:00Z
Pickaxe_SolidMist,Blade of Spirits,pickaxe,rare,,Thousand Faces,6,4,2025-06-07T19:01:48Z
Pickaxe_SoloSnooze,Napstar,pickaxe,rare,,Snooze'n Slay,7,1,2025-12-11T16:07:07Z
Pickaxe_SolveSolid,Kliff's Sword,pickaxe,gaminglegends,Gaming Legends Series,Kliff the Greymane,7,2,2026-05-27T00:00:00Z
Pickaxe_SonnetSpirit,Ice King's Frozen Blade,pickaxe,rare,,Adventure Time,7,1,2026-01-16T00:00:00Z
Pickaxe_SonnetSpirit_DrumStick,Ice King's Kit,pickaxe,rare,,Adventure Time,7,1,2026-01-16T00:00:00Z
Pickaxe_SoupGoal,Electric Symbiotaxe,pickaxe,marvel,MARVEL SERIES,Symbiotes,5,4,2024-10-12T06:22:57Z
Pickaxe_SourWire_Bass,Platinum Bichota 4-String,pickaxe,icon,Icon Series,Karol G,,,2025-05-13T00:00:00Z
Pickaxe_SouthBalk,Egg Hammer,pickaxe,gaminglegends,Gaming Legends Series,Sonic the Hedgehog,7,4,2026-08-21T00:00:00Z
Pickaxe_SouthBalk_Keytar,Eggman's E-TAR,pickaxe,gaminglegends,Gaming Legends Series,Sonic the Hedgehog,7,4,2026-08-21T00:00:00Z
Pickaxe_SpaceAge_Drum,RHYTHMAX,pickaxe,rare,,,,,2025-03-27T00:00:00Z
Pickaxe_SpaceFeline,Katt's Carver,pickaxe,rare,CREW SERIES,Kataclysm,5,1,2024-02-22T11:00:40Z
Pickaxe_SpacePlunge,Voyager's Spinblade,pickaxe,rare,,Void Explorer,7,1,2025-11-29T20:57:37Z
Pickaxe_SparkArcher,Bullseye Board,pickaxe,rare,,Underground Ace,5,1,2023-12-07T17:39:21Z
Pickaxe_SparkleChop,Sparkling Star,pickaxe,rare,,Starlit Sparkle,6,1,2025-01-31T14:25:34Z
Pickaxe_Sparrow,Westward Star,pickaxe,rare,,Let's Hunt Vampires,4,1,2023-01-18T13:30:34Z
Pickaxe_SpatialTravel,Rezz-Arc,pickaxe,rare,,Rezz Rider,6,4,2025-06-07T19:01:48Z
Pickaxe_SpeakerBox,Drax's Blades,pickaxe,marvel,MARVEL SERIES,Guardians Of The Galaxy,5,2,2024-03-26T08:30:33Z
Pickaxe_SpecialScroll,Oni's Axe,pickaxe,rare,,,7,3,2026-07-16T08:32:04Z
Pickaxe_SpecterDunk,Null's Scythe,pickaxe,rare,,Endgame Wraith,7,4,2026-08-21T15:01:57Z
Pickaxe_SpeedDial,aXe-O,pickaxe,icon,Icon Series,The Weeknd,5,1,2023-12-06T23:12:08Z
Pickaxe_SpeedDial_Bass,XO Bass,pickaxe,icon,Icon Series,The Weeknd,,,2025-02-07T00:00:00Z
Pickaxe_SpeedDial_Guitar,XO 6-String,pickaxe,icon,Icon Series,The Weeknd,,,2025-02-18T00:00:00Z
Pickaxe_SpeedDial_Keytar,XO Keys,pickaxe,icon,Icon Series,The Weeknd,,,2025-02-18T00:00:00Z
Pickaxe_SpeedDial_Mic,Weeknd Mic,pickaxe,icon,Icon Series,The Weeknd,,,2025-02-07T00:00:00Z
Pickaxe_SpeedDrive_Guitar,Freewheelin',pickaxe,rare,,,,,2026-01-09T09:35:34Z
Pickaxe_SpeedyPeas,Clang & Basher,pickaxe,rare,,Pea Bois,5,3,2024-05-24T08:11:50Z
Pickaxe_SphericalDefense,Blade Aria,pickaxe,rare,CREW SERIES,Operatic Vengeance,5,3,2024-05-24T08:11:50Z
Pickaxe_SpikeSaw_Keytar,Chainsong,pickaxe,rare,,,,,2025-05-22T01:55:14Z
Pickaxe_SpireTend,Keyblade,pickaxe,gaminglegends,Gaming Legends Series,Kingdom Hearts,7,4,2026-09-17T08:00:00Z
Pickaxe_SplishSplash,Brush Basher,pickaxe,rare,,A Clean Shot,6,5,2025-08-07T09:33:19Z
Pickaxe_SpongeHollow,Wonder Bat,pickaxe,rare,,The Simpsons,6,6,2025-11-25T15:28:49Z
Pickaxe_SpookyNeonBlue,Midnight Scythe,pickaxe,uncommon,,,4,2,2023-05-02T12:59:13Z
Pickaxe_SpookyNeonOrange,Dawning Scythe,pickaxe,uncommon,,,7,1,2023-05-02T12:59:13Z
Pickaxe_SpookyNeonRed,Sunfall Scythe,pickaxe,uncommon,,,4,2,2023-05-02T12:59:13Z
Pickaxe_SpringBreak,Jack Sparrow's Sword,pickaxe,rare,,Pirates of the Caribbean,5,3,2024-06-22T08:21:26Z
Pickaxe_SpringBreakStraw,Jack's Cutlass and Bane,pickaxe,rare,,Pirates of the Caribbean,5,3,2024-06-22T08:21:26Z
Pickaxe_SpringBreak_Keytar,Skeleton Keys,pickaxe,rare,,Pirates of the Caribbean,,,2025-05-22T01:55:14Z
Pickaxe_SprintLuckSlaw,Addison's Biggest Fan,pickaxe,icon,Icon Series,Addison Rae,7,3,2026-08-06T15:01:08Z
Pickaxe_SprintLuckSweat,Fame Scepter,pickaxe,icon,Icon Series,Addison Rae,7,3,2026-08-06T15:01:08Z
Pickaxe_SprintLuckSweat_Mic,Addison's Mic,pickaxe,icon,Icon Series,Addison Rae,7,3,2026-08-06T15:01:08Z
Pickaxe_SprocketPoppy_Boat,Sub-Zero's Ice Axes,pickaxe,gaminglegends,Gaming Legends Series,Klassic Kombat,6,2,2025-02-21T12:17:00Z
Pickaxe_SprocketPoppy_BoatCircus,Sub-Zero's Battle Axes,pickaxe,gaminglegends,Gaming Legends Series,Klassic Kombat,6,2,2025-02-21T12:17:00Z
Pickaxe_SpruceBark,Crash's Wumpa Mace,pickaxe,gaminglegends,Gaming Legends Series,Crash Bandicoot,7,4,2026-08-27T13:00:15Z
Pickaxe_SpyMaleFNCS,Determination Daggers,pickaxe,uncommon,,FNCS,5,2,2024-04-09T08:38:56Z
Pickaxe_SpyMale_FNCS_22,Champion Balisong,pickaxe,uncommon,,FNCS,3,4,2022-11-01T13:50:36Z
Pickaxe_SquibblySquid,Victory Catch,pickaxe,rare,,Squibbly Society,7,2,2026-03-19T06:29:28Z
Pickaxe_SquidGlisten_Lift,Robin's Staff,pickaxe,dc,DC SERIES,Teen Titans,6,4,2025-06-07T19:01:48Z
Pickaxe_StageCue,Combat Cue,pickaxe,rare,,In the Pocket,2,Remix,2024-11-02T17:09:31Z
Pickaxe_StairGummy,Lois' Boxing Gloves,pickaxe,rare,,Family Guy,7,2,2026-05-07T13:01:12Z
Pickaxe_StallionAviator,1992 Mallet,pickaxe,uncommon,,Polo Stadium Collection,3,4,2022-11-02T11:37:49Z
Pickaxe_StallionSmoke,Stadium Collector,pickaxe,uncommon,,Polo Stadium Collection,3,4,2022-11-02T11:37:49Z
Pickaxe_StarStray,Spinback Slicer,pickaxe,rare,,Hazy Dreambeats,4,3,2023-07-29T05:32:56Z
Pickaxe_StarWandFNCS,FNCS Star Wand,pickaxe,rare,,FNCS,6,4,2025-07-15T08:18:07Z
Pickaxe_StaticShades,Jolt Carver,pickaxe,rare,,Spark of Adventure,4,3,2023-07-29T05:32:56Z
Pickaxe_SteamMarauder,Sunken Hooks,pickaxe,rare,,Darkest Waters,5,1,2024-02-08T07:29:35Z
Pickaxe_SteamPower,Cold-Hot Hitters,pickaxe,rare,,My Hero Academia,4,4,2023-09-12T08:00:00Z
Pickaxe_SteedShimmer,Dasha's Plaything,pickaxe,rare,,Rowdy Reputation,7,2,2026-03-19T06:29:28Z
Pickaxe_SteelStomper,Reconstructor,pickaxe,rare,,Scrap & Burn,5,3,2024-08-06T08:32:46Z
Pickaxe_SteelyGrin,Rave Reavers,pickaxe,rare,,Neon Nights,6,4,2025-06-18T09:06:01Z
Pickaxe_SteelyKendama,Mythical Maulers,pickaxe,rare,,Mountain Monk,6,1,2025-01-31T14:25:34Z
Pickaxe_StoneLion,Elizabeth's Favor,pickaxe,rare,,Pirates of the Caribbean,5,3,2024-07-17T00:00:00Z
Pickaxe_StormAviator,Rocket Wrecker,pickaxe,rare,,Return Flight,6,1,2024-12-01T03:58:22Z
Pickaxe_StormYearn,Carving Wave,pickaxe,epic,,,6,2,2025-03-11T08:32:47Z
Pickaxe_StrategicSpur,Neon Reaver,pickaxe,rare,,Wasteland Overdrive,5,3,2024-05-24T08:11:50Z
Pickaxe_StrayManta,Elite Hunter's Knife,pickaxe,rare,,The Elites,7,1,2026-01-09T09:35:34Z
Pickaxe_StreetBee,Bass-Breaking Bladeboard,pickaxe,rare,,Satellite Striker,6,4,2025-07-29T08:28:45Z
Pickaxe_StrideMice_Bass,Take Five Bass,pickaxe,icon,Icon Series,Daft Punk,6,5,2025-09-25T13:37:50Z
Pickaxe_StrideMice_Guitar,Daft Punk Double-Neck,pickaxe,icon,Icon Series,Daft Punk,6,5,2025-09-25T13:37:50Z
Pickaxe_StrikinglyBright,SLURP Hammer,pickaxe,slurp,Slurp Series,Slurp Dynasty,6,4,2025-07-15T08:18:07Z
Pickaxe_StrontiumSpark,Society Slicer,pickaxe,rare,,Society Operator,5,1,2023-12-07T17:39:21Z
Pickaxe_StudyBench,Swordfish II Slasher,pickaxe,rare,,Cowboy Bebop,6,2,2025-02-27T00:00:00Z
Pickaxe_StuffRasp,Canine Claws,pickaxe,icon,Icon Series,EsDeeKid,7,2,2026-05-15T13:01:18Z
Pickaxe_StuffRasp_Mic,Mace Der,pickaxe,icon,Icon Series,EsDeeKid,7,2,2026-05-15T13:01:18Z
Pickaxe_StunningMountain,Bolt Blades,pickaxe,rare,,King of Olympus,5,2,2024-03-08T13:32:49Z
Pickaxe_StunningMountain_Guitar,The Grand Olympus,pickaxe,rare,,King of Olympus,,,2025-05-22T01:55:14Z
Pickaxe_StylusFluff,Armament Axe,pickaxe,marvel,MARVEL SERIES,Thunderbolts,6,2,2025-04-22T17:45:27Z
Pickaxe_SubtleSilly,Sanguine,pickaxe,rare,,Phantom Blade Zero,7,3,2026-08-12T02:00:39Z
Pickaxe_SugarBubble,Blackwrap Bat,pickaxe,rare,,Underground Batsassin,5,3,2024-07-23T17:53:01Z
Pickaxe_SulfurDean,Flaming Newspapers,pickaxe,rare,,Beavis and Butt-Head,6,5,2025-09-04T14:20:58Z
Pickaxe_SummerTide,The Quack Axe,pickaxe,rare,,,6,4,2024-06-15T20:50:31Z
Pickaxe_SummitReedGrit_Mic,Antagonist Mic,pickaxe,icon,Icon Series,Playboi Carti,7,1,2025-12-12T00:00:00Z
Pickaxe_SummitReedMolt_Guitar,Carti's ROCKSTAR,pickaxe,icon,Icon Series,Playboi Carti,7,1,2025-12-12T00:00:00Z
Pickaxe_SunbeamQuest,Kitsune Claws,pickaxe,rare,,Protective Zenko,4,3,2023-06-12T21:47:52Z
Pickaxe_SunBurstAlt,The Tragic BLADE,pickaxe,icon,Icon Series,The Kid LAROI,4,1,2023-01-23T23:50:35Z
Pickaxe_Sunlit,Lunar Glow,pickaxe,rare,,Star of the Show,4,1,2022-12-04T18:22:30Z
Pickaxe_SunnySquawk,Polly Pointybeak,pickaxe,rare,,Cracker Craver,5,4,2024-09-17T08:31:42Z
Pickaxe_SunShine,Stellar Striker,pickaxe,rare,,Solar Sweetheart,5,1,2023-12-07T17:39:21Z
Pickaxe_SuperNovaTaro,Voidblack Slasher,pickaxe,epic,CREW SERIES,Cosmic Traveler,4,4,2023-08-28T18:55:25Z
Pickaxe_SureBamboo,Kaiju No. 8's Scythe,pickaxe,rare,,Kaiju No. 8,6,1,2025-01-25T00:00:00Z
Pickaxe_SurfsUp_Bass,Paddle Bass,pickaxe,rare,,Surf Shack,,,2025-06-18T09:06:01Z
Pickaxe_SurfsUp_Guitar,Fret Surfer,pickaxe,rare,,Surf Shack,,,2025-06-18T09:06:01Z
Pickaxe_SurgeRaven_Pack,Hanzō Katana,pickaxe,rare,,The Bride's Revenge,7,1,2025-11-29T20:57:37Z
Pickaxe_SwampRate,Shock Trooper Electrostaff,pickaxe,starwars,Star Wars Series,The Prequel Trilogy,7,2,2026-04-30T14:43:15Z
Pickaxe_SweetCuddle,Gummi Thumper,pickaxe,rare,,Gummi Guard,5,4,2024-09-04T14:57:46Z
Pickaxe_SweetLetter,Bad Luck Claws,pickaxe,marvel,MARVEL SERIES,Black Cat,5,4,2024-09-12T15:47:24Z
Pickaxe_SweetLetter_Guitar,The Black Cat,pickaxe,marvel,MARVEL SERIES,Black Cat,,,2025-03-02T00:00:00Z
Pickaxe_SwiftKestrel,Fal-Corps Field Axe,pickaxe,rare,,Fal-Corps,6,6,2025-11-11T09:37:13Z
Pickaxe_SwipePlunk,Vertebasher,pickaxe,rare,,Years of Rage,7,1,2026-01-13T00:00:00Z
Pickaxe_SwissKale,Bat Ninjatō,pickaxe,dc,DC SERIES,Feudal Gotham,6,1,2024-12-20T14:40:31Z
Pickaxe_SwoopClasp,Electro-Pincers,pickaxe,rare,,O.X.R. Commander,6,5,2025-08-07T09:33:19Z
Pickaxe_SynthContact,Voltaic Vice,pickaxe,rare,,The Seven,6,4,2025-06-07T19:01:48Z
Pickaxe_TackleShow,Z-Saber,pickaxe,gaminglegends,Gaming Legends Series,Mega Man,7,4,2026-09-07T20:23:20Z
Pickaxe_TacticalOnyx,Racing Scythe,pickaxe,rare,,Rider's Reign,6,1,2025-01-31T14:25:34Z
Pickaxe_TacticalPrince,Sword of the Realm,pickaxe,rare,,Royale Royalty,6,4,2025-06-07T19:01:48Z
Pickaxe_TacticKale,Field Machete,pickaxe,uncommon,,Skratch Company,5,1,2024-02-08T07:29:35Z
Pickaxe_TallChore,Devourer's Claws,pickaxe,rare,,Devouring Spirit,7,3,2026-06-25T12:03:20Z
Pickaxe_TalonHime,Blackwood Blade,pickaxe,rare,,Autumnwood Guardian,4,4,2023-08-25T17:49:31Z
Pickaxe_TalonPane,Plexi-Plastic Axe,pickaxe,rare,,O.X.R. Lieutenant,6,5,2025-08-07T09:33:19Z
Pickaxe_TameEagle,Orihime's Pin Wand,pickaxe,rare,,BLEACH: TYBW,7,1,2025-12-19T14:50:31Z
Pickaxe_TangyRadishMagma,Doja's Claw Swords,pickaxe,icon,Icon Series,Doja Cat,6,5,2025-10-09T08:00:00Z
Pickaxe_TangyRadish_Mic,Mother's Mic,pickaxe,icon,Icon Series,Doja Cat,6,5,2025-10-09T08:00:00Z
Pickaxe_TaperSlink,Buzz Blastaxe,pickaxe,rare,,Toy Story,7,2,2026-04-08T17:00:32Z
Pickaxe_TaperSlink_Mic,Buzz Lightyear Mic,pickaxe,rare,,Toy Story,7,2,2026-04-08T17:00:32Z
Pickaxe_TaskForce,O.X.R. Battering Hammer,pickaxe,rare,,O.X.R. Elite,6,5,2025-08-26T08:18:15Z
Pickaxe_TatToon,Bruiser's Bat,pickaxe,rare,,Victorious Bruiser,6,2,2025-04-22T15:52:48Z
Pickaxe_TaxiHeel,Stan's Foam Finger,pickaxe,rare,,American Dad!,7,3,2026-07-02T13:00:56Z
Pickaxe_TaxiUpgraded_Vista,Clutch Victory,pickaxe,uncommon,,,3,4,2022-11-15T10:41:18Z
Pickaxe_TealMink,Crash Test Cuddler,pickaxe,rare,,Brainy Biker,6,2,2025-02-21T12:17:00Z
Pickaxe_TechnoAwaken,Echoic Disruptor,pickaxe,epic,,FutureSound,5,1,2024-02-08T07:29:35Z
Pickaxe_TechSpeeder,SH4RKT00TH,pickaxe,rare,,Sharktooth Racer,6,4,2025-07-15T08:18:07Z
Pickaxe_Tech_Guitar,Spacefleet Kontrol,pickaxe,rare,,,,,2025-04-11T00:00:00Z
Pickaxe_TeddyPermit,Benihime,pickaxe,rare,,BLEACH: TYBW,7,3,2026-08-06T13:00:41Z
Pickaxe_TennisLeash,Hittin' Mittens,pickaxe,icon,Icon Series,Santa Shaq,6,1,2024-12-23T00:00:00Z
Pickaxe_TerraBulb,Bio Essence Blade,pickaxe,rare,,Perfected Nature,7,2,2026-04-01T08:41:08Z
Pickaxe_TerrierCure_DrumStick,Russel's Drums,pickaxe,icon,Icon Series,Gorillaz,6,5,2025-08-26T08:18:15Z
Pickaxe_TheHerald,Epitaph Edge,pickaxe,rare,,Nothing's Forever,3,4,2022-09-18T10:05:15Z
Pickaxe_ThickWatch,Flightalis' Flightstick,pickaxe,rare,,Air Superiority,6,1,2025-02-02T14:42:53Z
Pickaxe_ThinGlaze,Cruller Cuffs,pickaxe,rare,,Glaze and Protect,6,6,2025-11-11T09:37:13Z
Pickaxe_ThornedEden,Thornheart Sai,pickaxe,rare,,Midnight Rose,5,4,2024-09-04T14:57:46Z
Pickaxe_ThornyPoint,The Final Thorn,pickaxe,rare,,Roses & Ruin,7,2,2026-03-19T06:29:28Z
Pickaxe_ThunderBallet,Bolt Blade,pickaxe,rare,CREW SERIES,Storm Dancer,7,2,2026-05-14T10:11:56Z
Pickaxe_TicketPoke,Shurikens of Ice,pickaxe,rare,,LEGO NINJAGO®,7,1,2025-12-11T09:00:00Z
Pickaxe_TidalNinja,Seer Scythe,pickaxe,rare,CREW SERIES,Darkest Omen,6,5,2025-08-26T08:18:15Z
Pickaxe_TideCompost,Batman Paddle,pickaxe,dc,DC SERIES,Gotham City Summer,7,3,2026-07-16T08:00:00Z
Pickaxe_TideKing,Breakshore Trident,pickaxe,slurp,Slurp Series,Tidal King,5,2,2024-03-08T13:32:49Z
Pickaxe_TigerRootFame,Electropalm Staff,pickaxe,rare,,Coachella,4,2,2023-04-13T10:11:24Z
Pickaxe_TigerRootHype,Crystalline Cactus,pickaxe,rare,,Coachella,4,2,2023-04-13T10:11:24Z
Pickaxe_TikiTorch,Zuko's Broadswords,pickaxe,rare,,Avatar,5,2,2024-04-09T08:00:00Z
Pickaxe_TiltedParrot,Artifact Axe,pickaxe,rare,,,4,3,2023-07-04T10:41:06Z
Pickaxe_TimeInterval,Subatomic Swords,pickaxe,rare,,Guardians of the Globe,4,OG,2023-11-16T12:20:13Z
Pickaxe_TimeSquare_Drum,Flaming Hi-Hats,pickaxe,icon,Icon Series,Billie Eilish,,,2025-04-13T00:00:00Z
Pickaxe_TimeSquare_Guitar,Red Guitar,pickaxe,icon,Icon Series,Billie Eilish,,,2025-04-13T00:00:00Z
Pickaxe_TimeTrotter,Rainboard,pickaxe,rare,,Prismatic Racer,7,4,2026-08-21T15:01:57Z
Pickaxe_TireSwing,Force Lance,pickaxe,starwars,Star Wars Series,The Mandalorian,5,3,2024-08-13T00:00:00Z
Pickaxe_Titanium,Starlit Sai,pickaxe,rare,CREW SERIES,The Triarchs,4,2,2023-04-06T08:28:40Z
Pickaxe_ToadLeaf,Amphibian's Sai,pickaxe,rare,,Frog Warrior,6,3,2025-05-02T13:15:59Z
Pickaxe_TofuResort,Platinum aXe-o,pickaxe,icon,Icon Series,The Weeknd,6,1,2024-12-13T00:00:00Z
Pickaxe_TollBridge,Stop Sign,pickaxe,gaminglegends,Gaming Legends Series,The Company,5,3,2024-05-24T08:11:50Z
Pickaxe_ToothGreek,Watch Me Staff,pickaxe,rare,,Liv Morgan,7,2,2026-04-16T19:01:22Z
Pickaxe_TopBend_Bass,Highwire,pickaxe,rare,,,,,2025-05-22T01:55:14Z
Pickaxe_TopicProud,Scout's Marshmallow,pickaxe,gaminglegends,Gaming Legends Series,PEAK,7,2,2026-03-22T00:00:00Z
Pickaxe_TotalFlock,Raiden's Staff,pickaxe,gaminglegends,Gaming Legends Series,Klassic Kombat,6,2,2025-03-27T15:08:18Z
Pickaxe_TouchToken,Haunted Chew Toy,pickaxe,rare,,,7,3,2026-07-30T13:11:09Z
Pickaxe_ToughPack,Multi-Purpose Blade,pickaxe,rare,,Packed For Adventure,6,4,2025-06-07T19:01:48Z
Pickaxe_ToxicStorm,Fission Blade,pickaxe,rare,,Nuclear Fusion,6,2,2025-03-25T17:24:52Z
Pickaxe_Toxic_Keytar,Sludgie,pickaxe,rare,,,,,2025-05-22T01:55:14Z
Pickaxe_TracePaper,Wick's Katana,pickaxe,uncommon,,John Wick,5,1,2023-12-07T17:39:21Z
Pickaxe_TrackWaver,Caduceus Pickaxe,pickaxe,gaminglegends,Gaming Legends Series,Overwatch,7,2,2026-05-14T09:00:00Z
Pickaxe_TractorFair,Skaarj Razik,pickaxe,gaminglegends,Gaming Legends Series,UT,6,1,2024-12-01T03:58:22Z
Pickaxe_TrafficHat,Titrationator,pickaxe,rare,,Chaotic Concoctions,6,2,2025-02-21T12:17:00Z
Pickaxe_TreasureHunter_Brigade,Gleaming Batblade,pickaxe,rare,,Golden Tactical,6,2,2025-03-11T08:32:47Z
Pickaxe_TremorMark,Mike's Investigation Kit,pickaxe,rare,,Stranger Things,6,6,2025-11-20T15:08:06Z
Pickaxe_TrickCrate,Sword of Protection,pickaxe,rare,,Masters of the Universe,7,3,2026-06-06T13:01:18Z
